obs,time,Delta,Theta,Alpha1,Alpha2,Beta1,Beta2,Gamma1,Gamma2,Attention,Meditation,Blink,Derived,totPwr,class
310,14.4,624818,31461,30139,45461,61932,28546,6479,1774,77,51,0,0.19,830610,2
311,20.5,1430302,1009620,33449,51149,260321,91681,11760,4017,84,34,0,0.11,2892299,3
312,21.4,2184532,63294,6115,11674,8236,4580,2420,290,88,27,0,0.05,2281141,3
313,23.4,39455,85850,3582,6634,3644,4759,2060,420,77,10,0,0.16,146404,3
314,24.4,58779,30951,13735,4656,6709,1711,1618,649,50,7,0,0.34,118808,3
315,25.5,1491333,271011,250972,58606,88577,49242,6986,7422,51,35,0,0.34,2224149,3
316,26.4,1885133,27862,31138,25951,4191,5927,1381,862,53,53,0,0.13,1982445,2
317,27.4,1509863,62141,12643,5549,3994,2707,906,906,48,63,0,0.09,1598709,2
318,28.5,692913,24596,3208,5950,1434,1636,1124,374,51,60,90,0.07,731235,2
319,29.4,837347,13012,9357,5877,3257,1168,432,287,41,61,45,0.1,870737,2
320,30.5,745137,35098,2020,4218,3370,5407,1813,296,50,37,0,0.05,797359,3
321,31.4,982532,57190,15010,27947,4991,3702,1325,224,50,47,37,0.12,1092921,3
322,32.4,90800,5667,1838,3090,2305,1778,415,227,67,50,0,0.13,106120,0
323,36.4,654111,75563,10701,3307,5483,3853,1589,964,69,34,0,0.12,755571,3
324,37.4,182960,17378,49125,8360,11434,7857,2306,1667,66,60,0,0.42,281087,2
325,38.4,25695,27646,8574,8360,15613,5686,2577,2885,84,54,0,0.3,97036,2
326,39.4,4364,17112,4622,21642,12681,9251,1218,2008,90,56,74,0.25,72898,2
327,40.5,609067,217945,21130,4144,16872,15394,4251,4589,93,51,0,0.15,893392,2
328,41.4,111058,30871,6816,7399,9057,7108,1745,1997,97,30,0,0.2,176051,3
329,42.4,52900,28268,21043,17066,18127,6582,5791,2809,93,40,0,0.37,152586,3
330,43.0,141828,133927,45610,6716,25411,20108,6338,2374,81,30,33,0.35,382312,3
331,44.5,1688448,1132054,23786,51020,78216,25648,8967,10414,66,26,66,0.09,3018553,3
332,45.4,371346,25821,34291,15024,27483,7314,6816,6181,60,38,0,0.26,494276,3
333,46.4,97926,30632,31886,14102,6792,6522,5511,5830,57,41,75,0.4,199201,3
334,48.5,1279899,28678,6858,4356,2343,3343,2615,749,56,41,88,0.07,1328841,3
335,49.4,905482,49149,712,14599,12247,14280,5291,1221,88,54,0,0.03,1002981,2
336,50.5,96122,36652,11384,10269,13543,11123,2822,1393,94,44,0,0.25,183308,3
337,51.5,111081,28233,5468,40260,10802,17040,5293,2813,100,41,45,0.16,220990,3
338,52.4,825527,46427,24530,3835,13379,6851,1100,664,100,44,0,0.16,922313,3
339,56.4,1227684,26525,2069,11522,8855,5773,1797,856,100,50,0,0.04,1285081,0
340,57.4,1216419,57502,17796,11847,5609,3407,1909,644,84,53,0,0.12,1315133,2
341,58.5,93981,39177,13113,30572,25175,8504,3761,2442,75,48,0,0.25,216725,3
342,59.4,1090975,40613,16081,5942,1031,1780,2590,717,57,51,109,0.12,1159729,2
343,60.3,107829,12120,1713,16189,4316,2797,457,142,51,63,193,0.11,145563,2
344,4.4,21912,15531,4887,4254,928,602,62,91,0,0,0,0.32,48267,3
345,5.4,5019,788,2900,1233,2107,542,272,35,0,0,0,0.47,12896,3
346,6.4,20248,22497,3397,2157,1599,1285,597,254,0,0,0,0.26,52034,3
347,7.4,136317,35684,9568,7494,2140,2293,1673,1239,40,40,0,0.22,196408,3
348,8.4,2326,6866,2746,2817,4587,4331,2177,658,63,38,0,0.32,26508,3
349,9.4,15285,6980,2437,9704,10219,6699,3953,2230,87,40,0,0.21,57507,3
350,10.4,7536,6789,3946,7390,6768,5974,2827,2175,100,44,0,0.3,43405,3
351,11.4,287464,30313,91480,17397,32002,26337,8147,4471,100,56,0,0.43,497611,2
352,12.4,101965,13344,1789,1996,3045,1166,691,322,100,51,0,0.12,124318,2
353,13.4,1031390,332498,54392,15923,62126,32055,6521,3118,84,38,34,0.19,1538023,3
354,14.4,156244,19168,14079,8518,10391,14359,7787,3877,87,37,32,0.25,234423,3
355,15.4,253863,133564,46671,10243,19392,12928,4812,7540,75,20,0,0.31,489013,3
356,16.4,6505,11261,11243,10770,15678,7154,6792,2878,87,34,0,0.39,72281,3
357,17.4,9862,9620,2195,13880,7999,7364,4537,2674,100,50,0,0.19,58131,0
358,18.4,18763,22349,7427,14736,7392,6113,10579,3867,91,51,0,0.29,91226,2
359,19.4,3166,8115,9765,10348,11197,10151,6978,1726,100,60,46,0.4,61446,2
360,20.4,112419,47026,6193,9648,5997,3291,1813,1196,94,51,0,0.18,187583,2
361,21.4,16088,9965,4968,10246,2309,10959,9095,1191,96,51,0,0.28,64821,2
362,22.4,11158,13581,6468,10578,8008,13599,4063,2429,100,48,0,0.3,69884,3
363,23.4,6910,12551,1537,4808,3202,8829,6713,3317,100,38,0,0.18,47867,3
364,24.4,12035,18916,6929,6437,7269,17509,11122,2471,100,38,0,0.29,82688,3
365,25.4,10049,1552,10906,5580,5587,11200,5246,3183,100,43,0,0.45,53303,3
366,26.4,11035,6138,4865,8230,6635,9907,14706,3055,100,44,44,0.27,64571,3
367,27.4,118598,81772,27822,17175,14285,10427,8336,5035,100,51,0,0.31,283450,2
368,28.4,17974,20418,2483,6155,7624,12452,8474,2535,100,47,0,0.18,78115,3
369,29.4,8970,1028,2191,6221,9166,6397,6385,2625,100,38,0,0.23,42983,3
370,30.4,28061,59071,2022,5570,7274,7321,6541,3136,90,17,39,0.13,118996,3
371,31.4,574597,45788,56591,16947,6874,17820,9357,2765,96,29,0,0.28,730739,3
372,32.4,13847,5664,8492,2994,8461,10676,3584,3378,100,38,0,0.39,57096,3
373,33.4,2267,7463,1575,6133,17771,16910,6810,2306,100,26,0,0.16,61235,3
374,34.4,7944,5092,4727,6318,3649,11566,3450,6574,100,44,0,0.31,49320,3
375,35.4,23688,9050,3695,12570,7063,12438,6274,4964,100,40,54,0.22,79742,3
376,36.4,132584,58455,1280,13187,4440,4866,1380,776,93,29,0,0.08,216968,3
377,37.4,12231,12896,396,12440,15535,7639,7116,3642,81,38,58,0.07,71895,3
378,38.4,61614,39439,6112,3303,6704,5932,4452,1041,66,24,56,0.22,128597,3
379,39.4,146199,18874,5236,2881,4738,5202,2146,999,57,14,0,0.17,186275,3
380,40.4,10919,17980,8920,8648,12178,13402,7901,2180,74,23,0,0.33,82128,3
381,41.4,154440,26007,2365,1688,325,3041,3724,1066,63,11,0,0.11,192656,3
382,42.4,9397,23212,18822,3732,10058,7536,7514,7905,64,26,0,0.46,88176,3
383,43.4,12852,8260,8025,6792,5519,9040,5756,3398,70,37,0,0.37,59642,3
384,44.4,16310,7794,5024,7311,11538,12713,6127,2232,77,35,53,0.27,69049,3
385,45.4,168339,162312,55843,18328,11508,15891,16410,6604,74,48,61,0.35,455235,3
386,46.4,411296,72979,10639,14478,8774,5136,6202,1261,63,40,0,0.14,530765,3
387,47.4,18837,20014,14495,7007,5834,6718,4149,6768,56,40,0,0.42,83822,3
388,48.4,20972,31335,6946,8155,9173,10338,5936,4482,47,38,0,0.27,97337,3
389,49.4,757154,286302,40786,27741,41450,38344,9799,8920,51,27,0,0.18,1210496,3
390,50.4,821766,132913,52742,21642,19014,52673,18207,8024,64,30,60,0.22,1126981,3
391,51.4,75517,18691,7278,18348,7214,3040,3421,1485,56,35,0,0.23,134994,3
392,52.4,204558,20790,31534,51202,12717,12692,11153,4135,51,56,0,0.3,348781,2
393,53.4,164426,28369,3184,13719,10402,23499,13746,3010,64,60,0,0.11,260355,2
394,54.4,5294,7679,397,10693,6267,9363,15500,1285,69,61,79,0.08,56478,2
395,55.5,235921,68858,17700,34911,42233,28145,11554,7237,81,51,0,0.2,446559,2
396,56.4,12082,29907,6102,1804,6422,12447,8799,8189,90,23,0,0.27,85752,3
397,57.4,20109,32101,9487,9076,32324,7969,7744,4725,80,23,61,0.28,123535,3
398,58.4,240839,52946,8219,7214,7472,12205,3604,2385,69,14,0,0.16,334884,3
399,59.4,11157,12625,1186,18757,21138,10003,6928,1527,74,17,0,0.12,83321,3
400,60.4,160619,139328,14004,12257,26934,10175,5994,9592,56,16,50,0.19,378903,3
401,60.4,59439,48849,1383,4129,12193,13148,7995,3415,0,0,0,0.1,150551,3
402,2.5,231061,147474,1575,13336,10844,15772,12685,4770,0,0,0,0.06,437517,3
403,3.5,762180,72277,9666,960,5080,6128,6547,1547,0,0,0,0.11,864385,3
404,4.5,251586,12939,4709,849,3191,4177,2486,2472,0,0,0,0.13,282409,3
405,5.5,756504,67773,35820,15823,4224,11557,7210,2163,37,51,0,0.2,901074,2
406,6.5,9501,40873,10365,6189,6001,5036,15132,1624,30,60,0,0.33,94721,2
407,7.5,32850,39480,9781,3927,3410,18028,5659,3446,51,61,0,0.29,116581,2
408,8.5,11758,38041,24498,5854,3020,6254,5846,4970,48,75,0,0.49,100241,2
409,9.5,98967,155536,324,13616,5302,7223,15369,1723,35,53,0,0.03,298060,2
410,10.5,50616,37068,8487,17484,4894,11398,12471,3208,48,56,0,0.24,145626,2
411,11.5,339850,49102,26487,13523,20104,24310,8089,3704,44,63,0,0.23,485169,2
412,12.5,167714,9226,4139,10127,4042,2353,6909,2737,47,64,0,0.14,207247,2
413,13.5,308235,66681,7854,30248,18041,23663,9108,8410,75,81,0,0.13,472240,2
414,14.5,11046,21781,3851,9728,4665,5499,14140,2872,74,80,0,0.23,73582,2
415,15.5,27197,122426,119348,97798,21685,14224,17970,5499,40,93,0,0.53,426147,2
416,16.5,463980,159481,45728,7761,12684,18414,11435,7104,37,81,0,0.25,726587,2
417,17.5,39643,80581,13898,6901,15799,13964,39711,7821,27,75,48,0.25,218318,2
418,18.5,877831,165874,91231,50677,68394,41509,15186,16177,26,78,0,0.26,1326879,2
419,19.5,76818,34999,10656,8413,8481,5509,8609,835,41,64,0,0.26,154320,2
420,20.5,8822,4505,2002,5131,5052,7465,4316,1856,67,66,0,0.23,39149,2
421,21.5,50850,13441,36006,19541,17232,9415,7367,7865,64,88,59,0.47,161717,2
422,22.5,575529,145030,14810,35294,23170,20878,11252,4326,60,81,0,0.13,830289,2
423,23.5,14529,84331,6164,30181,6939,10811,6238,2638,56,80,0,0.2,161831,2
424,24.5,70435,19983,14789,7231,4392,12155,6909,3103,44,84,64,0.33,138997,2
425,25.5,252350,47176,16161,7278,7055,3073,4024,748,27,70,0,0.22,337865,2
426,26.5,16599,16225,2599,4108,6085,7274,68651,5287,43,69,49,0.14,126828,2
427,27.5,284464,8279,6826,3905,5512,2316,1402,472,48,77,0,0.15,313176,2
428,28.5,53115,48474,10617,20350,17460,5342,7553,7992,27,75,48,0.25,170903,2
429,29.5,87822,44606,10080,3482,7115,2287,1321,900,24,67,0,0.25,157613,2
430,30.5,19948,4351,3890,5690,2084,14571,9315,3980,35,77,0,0.25,63829,2
431,31.5,12632,13232,2414,2425,4330,8049,15656,1728,48,63,41,0.2,60466,2
432,32.5,303534,86133,4844,4313,15278,7244,11227,4965,48,43,0,0.11,437538,3
433,33.5,13277,30873,18471,13782,2952,12722,8517,1913,69,54,47,0.42,102507,2
434,34.5,573011,401954,25614,16874,49014,51516,30277,6132,41,37,74,0.15,1154392,3
435,35.5,1071185,69743,31465,15272,4266,11230,14390,7411,21,47,47,0.16,1224962,3
436,36.5,519076,43858,17683,7664,9367,9058,17430,6338,26,64,0,0.17,630474,2
437,37.5,61756,52624,27785,6772,13153,13354,48340,16939,24,60,0,0.34,240723,2
438,38.5,245593,23196,5367,3940,12335,14053,14149,5810,40,69,39,0.13,324443,2
439,39.5,61007,15329,14125,2142,3008,3232,4226,2655,41,74,60,0.37,105724,2
440,46.5,105690,65129,18284,9872,2613,9389,7096,2527,40,70,0,0.29,220600,2
441,47.5,1073777,110351,712,10439,13721,8109,3068,1561,27,51,0,0.02,1221738,2
442,48.5,135181,31427,15760,12152,10889,12235,12106,12045,17,63,0,0.26,241795,2
443,49.5,24858,6743,4626,6895,1388,11323,4350,3072,43,60,43,0.27,63255,2
444,50.5,200287,86161,21412,36618,13058,8022,6957,2442,35,64,0,0.24,374957,2
445,51.5,16745,11550,899,6658,2498,4660,4946,5718,51,83,45,0.13,53674,2
446,52.5,63372,18067,3816,2142,3341,2867,2092,329,47,75,0,0.2,96026,2
447,53.5,18854,7007,6716,5583,5335,11895,7527,4460,44,74,0,0.32,67377,2
448,54.5,51025,88030,26538,19587,5153,5498,7375,1891,40,70,0,0.36,205097,2
449,55.5,110858,52771,5608,20436,14603,9903,4628,2079,30,69,0,0.16,220886,2
450,56.5,70129,42677,30569,5844,6989,19104,3895,1602,40,78,38,0.41,180809,2
451,57.5,258243,100481,13531,6753,15344,9131,7155,1635,13,63,0,0.18,412273,2
452,58.5,59005,61988,15116,15418,14114,12446,36369,4880,29,61,0,0.26,219336,2
453,59.5,24350,29420,1803,9577,5928,9286,11636,2990,38,57,39,0.14,94990,2
454,60.5,184283,36353,12036,26122,8869,7611,22372,2641,26,63,43,0.2,300287,2
455,60.5,259751,73662,13889,3516,8564,4680,5736,904,0,0,0,0.19,370702,3
456,2.5,953500,10029,6817,2299,2277,4119,2309,1935,0,0,0,0.08,983285,3
457,3.4,24046,10800,26399,18786,10936,7631,8246,6073,0,0,0,0.48,112917,3
458,4.4,746332,285393,9178,22191,14001,20499,13789,10715,0,0,62,0.09,1122098,3
459,5.5,738280,35649,3819,4436,3333,14283,8688,5308,51,35,0,0.07,813796,3
460,6.5,145113,124426,30199,11432,12378,37155,24266,7701,60,34,51,0.28,392670,3
461,7.4,64035,27641,13944,11373,11500,22706,14975,1687,78,37,43,0.29,167861,3
462,8.4,701628,69720,64664,29003,12363,22145,11873,7618,78,44,0,0.27,919014,3
463,9.4,396764,48386,24995,12657,48723,27358,19107,2497,78,50,0,0.21,580487,0
464,10.5,118604,101964,57920,5620,39269,26436,6020,4510,74,53,33,0.4,360343,2
465,11.4,131615,35842,24334,15610,7466,19900,9190,4490,64,56,0,0.31,248447,2
466,12.5,11130,11830,2549,7523,13794,9555,4331,2608,81,48,60,0.2,63320,3
467,13.4,92747,38168,2585,11160,2006,4804,2403,1427,64,48,0,0.13,155300,3
468,14.4,11135,18491,10468,6038,4826,18915,4544,3313,81,48,0,0.37,77730,3
469,15.4,15318,11872,5756,4632,12896,16617,13955,3244,96,41,0,0.26,84290,3
470,16.4,20205,57192,49934,12540,28290,11545,25473,4272,75,48,49,0.49,209451,3
471,17.5,305071,117391,3511,30421,4743,15184,12491,5095,74,47,0,0.08,493907,3
472,18.4,820715,25568,41956,12566,4076,14462,4135,2580,57,56,0,0.21,926058,2
473,19.5,20545,36237,20382,31629,6230,13200,8338,2436,37,66,0,0.38,138997,2
474,20.4,19001,17249,6731,16994,6102,10182,4710,2111,48,66,0,0.28,83080,2
475,21.4,8141,34977,5162,15393,5724,5613,3621,4578,48,70,0,0.25,83209,2
476,22.5,11055,19843,5222,6916,4778,13439,5808,1574,56,60,0,0.28,68635,2
477,23.4,6012,6363,2708,3828,8550,12067,3900,1106,80,48,54,0.25,44534,3
478,24.5,176025,40978,950,6967,5991,3516,1720,512,64,37,0,0.06,236659,3
479,25.4,5797,1490,8587,12959,7146,17044,3501,1793,91,41,0,0.38,58317,3
480,26.5,7101,32259,7083,4750,8085,13014,7971,3777,87,40,0,0.29,84040,3
481,27.4,15318,29091,8560,12583,13803,8017,6096,3308,66,43,0,0.3,96776,3
482,28.4,16907,18264,8253,15662,4586,14459,10686,12365,87,54,41,0.29,101182,2
483,29.5,92923,66003,10359,2019,3843,3760,1668,1380,51,41,43,0.24,181955,3
484,30.4,1250428,162220,49340,76534,15204,22434,16747,4220,34,51,0,0.18,1597127,2
485,31.5,171191,36344,8743,7027,8179,1706,1596,3934,13,50,57,0.19,238720,1
486,32.5,1914838,174306,22726,27325,32499,19426,16580,7856,1,41,0,0.1,2215556,3
487,33.4,8915,20939,7645,781,5407,9750,6207,4275,20,44,0,0.35,63919,3
488,34.4,8028,28578,9306,6205,23474,13073,3908,4924,38,37,0,0.31,97496,3
489,35.5,15521,5441,4429,8436,6116,20612,3884,1209,78,38,42,0.26,65648,3
490,36.5,108926,27048,6717,10786,54716,8301,4578,2189,87,37,0,0.17,223261,3
491,37.4,8081,15023,2266,5060,5516,13833,3947,3248,91,35,0,0.2,56974,3
492,38.4,20417,6576,5273,3842,13348,8489,4044,4432,96,37,0,0.28,66421,3
493,39.4,23891,13246,2584,6069,2751,9000,7751,7149,84,37,0,0.19,72441,3
494,40.4,8763,20098,9100,10009,4012,3632,6553,3004,75,47,0,0.37,65171,3
495,41.4,183521,37906,41328,25933,22083,9439,3296,2491,53,60,0,0.36,325997,2
496,42.4,24258,39267,13783,13411,9537,8395,5457,1505,37,63,45,0.35,115613,2
497,43.4,191408,57545,10205,8175,19603,8433,9319,4675,21,57,0,0.18,309363,2
498,44.5,537215,139685,144577,184630,16288,62715,32930,9898,24,64,33,0.36,1127938,2
499,45.4,76069,534369,50336,28195,47763,44724,45462,26540,21,48,86,0.24,853458,3
500,46.4,441187,267474,67912,62881,13294,55064,58384,5528,23,44,0,0.26,971724,3
501,47.4,1699459,149006,40556,51239,20066,51098,82793,10842,29,51,0,0.14,2105059,2
502,48.4,694238,111021,11516,6072,3762,5219,11248,8052,16,30,0,0.12,851128,3
503,49.4,314095,26136,27827,7640,4918,4426,9443,5757,16,50,51,0.26,400242,1
504,50.5,137421,31323,22248,9243,8040,10351,7070,1980,17,53,63,0.31,227676,2
505,51.4,1087923,241663,52719,31719,25791,26256,22810,41203,7,50,0,0.19,1530084,1
506,52.4,236512,19409,2221,24436,8866,32849,25272,12182,41,60,0,0.08,361747,2
507,53.5,29353,23249,1819,2290,42978,30795,10104,15685,74,35,0,0.11,156273,3
508,54.5,10177,8125,16531,5767,23148,34680,29697,8771,96,27,0,0.35,136896,3
509,55.4,371923,42755,20091,3663,21586,24869,28551,4306,100,27,0,0.2,517744,3
510,56.4,13790,12311,22237,21425,27196,11496,30060,12675,97,34,0,0.38,151190,3
511,57.4,132597,103761,29503,21821,10176,34278,28738,12386,80,48,0,0.28,373260,3
512,58.4,196749,12143,8046,1341,7708,6398,10098,3521,63,51,0,0.18,246004,2
513,59.4,2766046,387696,69873,15230,32027,18435,13671,6488,38,48,55,0.15,3309466,3
514,60.4,1337640,145435,12996,8416,29756,32859,12373,25385,38,30,0,0.09,1604860,3
515,60.4,485330,17551,9323,25669,35736,36238,26109,13756,0,0,0,0.12,649712,3
516,5.5,20122,24870,16685,6960,4529,4269,2230,1057,0,0,0,0.45,80722,3
517,6.4,339597,483489,75981,19269,44663,20032,11311,33921,0,0,0,0.27,1028263,3
518,7.4,1152267,160027,12942,13351,11052,4866,2616,1586,0,0,0,0.1,1358707,3
519,12.5,230766,77582,31530,18627,23572,51897,12782,10298,53,43,0,0.26,457054,3
520,13.4,129912,38890,26912,7861,34963,15215,6460,8039,61,50,0,0.32,268252,0
521,14.5,37269,32769,21669,10509,25813,18507,16470,5449,74,57,0,0.36,168455,2
522,15.4,75079,59535,64547,21138,20181,6396,5068,5220,67,78,0,0.5,257164,2
523,16.5,42243,10857,12958,7026,20255,10003,8906,16761,66,83,0,0.32,129009,2
524,17.4,22676,42741,32280,25451,9341,17881,6213,5603,64,93,0,0.45,162186,2
525,17.8,44479,15478,39108,31596,6586,13644,17010,5892,60,100,31,0.47,173793,2
526,24.4,67262,33639,39428,8238,13153,14756,10082,7320,70,100,38,0.45,193878,2
527,25.5,789996,124879,203807,205905,214026,123855,10421,8203,69,100,0,0.35,1681092,2
528,26.4,1266973,146407,9257,31702,50192,12703,6014,3728,63,78,0,0.08,1526976,2
529,27.4,66446,92361,92060,31165,57587,10818,8586,5278,53,66,0,0.5,364301,2
530,28.5,27482,27434,3956,53868,11750,24520,7335,5435,54,69,0,0.16,161780,2
531,29.4,73165,64439,18937,29888,6988,14469,12759,9698,51,64,0,0.29,230343,2
532,30.4,10157,15658,6261,13272,9485,22531,18037,9629,69,75,0,0.24,105030,2
533,31.5,328602,68664,30576,7129,9762,16960,8032,6790,80,66,0,0.25,476515,2
534,32.4,32960,11235,11731,12455,17267,9685,12144,5240,80,60,0,0.32,112717,2
535,33.5,224510,191529,60549,19886,44236,11288,17225,2933,69,53,45,0.33,572156,2
536,34.4,362686,167981,4751,19734,31340,49237,17804,3449,63,34,0,0.09,656982,3
537,35.4,29589,15396,11414,30515,6719,15902,21597,3746,67,44,0,0.29,134878,3
538,36.5,30501,29056,8266,10028,19447,15579,19146,10135,69,35,0,0.24,142158,3
539,37.5,16190,19186,19458,31732,7103,16886,10316,2610,84,53,55,0.4,123481,2
540,38.5,171331,210813,46090,60917,24281,50760,18091,10100,80,70,0,0.28,592383,2
541,39.5,415062,104999,16562,15013,10947,11582,15269,3497,69,53,44,0.17,592931,2
542,40.4,29994,50863,73858,37549,7621,16151,10340,16518,60,74,0,0.55,242894,2
543,41.5,453721,193757,81451,22447,40799,18142,14335,8637,48,60,0,0.31,833289,2
544,42.5,25082,20010,14386,5094,22738,8434,8524,5701,50,60,0,0.36,109969,2
545,43.4,24622,33788,19378,24955,8130,18437,12409,3825,60,74,0,0.36,145544,2
546,44.5,18837,25622,16143,20825,16067,40742,11864,11071,74,57,0,0.32,161171,2
547,45.4,387905,68519,28667,21391,16442,12849,8774,4257,78,63,0,0.23,548804,2
548,46.4,31119,25286,26166,31791,12633,11392,10976,2919,75,77,0,0.41,152282,2
549,47.4,34830,22674,25921,6130,5900,8312,10555,8322,70,80,0,0.46,122644,2
550,48.3,172136,4774,1595,2582,3573,3353,949,237,66,77,60,0.09,189199,2
551,50.5,1726243,348451,86309,130415,283297,87905,121279,32385,69,69,83,0.18,2816284,2
552,51.4,1058534,61863,3944,64668,93099,58799,8972,4356,80,53,0,0.05,1354235,2
553,56.4,590821,74058,18031,11892,18257,17544,14391,4497,80,40,0,0.16,749491,3
554,57.5,65363,9867,65866,21107,12156,13100,10506,5348,70,60,0,0.57,203313,2
555,58.4,36410,63810,57534,26360,21366,22024,5926,13313,69,69,0,0.48,246743,2
556,59.5,22175,27555,5691,4745,21187,21402,23828,9820,70,60,0,0.2,136403,2
557,60.4,242493,53283,5047,10402,15426,24070,8850,3094,75,54,0,0.12,362665,2
558,60.4,22741,34960,28082,15573,23581,11096,14393,3040,0,0,0,0.43,153466,3
559,1.5,58476,25389,18436,41864,16248,8300,4285,1493,0,0,0,0.33,174491,3
560,2.4,23661,38851,36893,9580,14165,8042,3836,2196,41,41,0,0.52,137224,3
561,3.5,1610437,648063,182080,101939,101477,88543,21125,7341,40,23,0,0.26,2761005,3
562,4.5,210589,68535,24966,15515,24684,22452,15594,2475,63,4,38,0.25,384810,3
563,6.4,330619,193501,18981,34964,14501,10028,6489,2243,44,1,0,0.18,611326,3
564,7.4,698288,13019,2877,7132,3258,2058,845,322,38,1,0,0.06,727799,3
565,8.5,76012,82006,15295,9527,38000,13409,9859,11332,27,1,0,0.24,255440,3
566,9.1,299701,47079,36009,45065,39641,21126,13075,3961,66,10,40,0.27,505657,3
567,10.5,1517570,545673,9862,22099,29515,37936,14111,8587,78,10,59,0.07,2185353,3
568,11.5,85055,18109,35509,2929,10941,43751,11166,3942,94,20,0,0.41,211402,3
569,12.5,104865,31409,7152,4483,8850,16198,20861,4855,94,37,0,0.19,198673,3
570,13.5,53870,12258,4687,5982,51435,17062,7627,3589,97,21,0,0.17,156510,3
571,14.5,64373,28773,14095,9234,27796,25930,4382,3300,100,41,0,0.28,177883,3
572,15.5,8457,5265,13949,1981,90496,9630,10260,4484,100,26,0,0.31,144522,3
573,16.2,19435,100647,232,24634,29837,13242,13686,3050,93,24,88,0.03,204763,3
574,20.5,184671,91670,8629,12723,9045,4169,1609,1851,51,29,49,0.17,314367,3
575,21.5,145359,14044,2836,8596,10122,4598,1788,1448,37,35,0,0.12,188791,3
576,22.4,760205,163485,6048,28311,25151,12922,5965,2634,8,35,42,0.08,1004721,3
577,24.5,340750,179176,58991,21909,7594,19939,12025,5733,4,44,0,0.3,646117,3
578,25.4,139279,21772,6041,8380,7778,20799,2686,2463,43,48,0,0.17,209198,3
579,26.5,33095,81608,1036,23493,21649,14645,5251,2258,41,40,0,0.08,183035,3
580,27.5,99443,33761,5294,10458,28122,15004,8222,2511,63,43,0,0.16,202815,3
581,28.4,122543,38208,16920,17805,45004,10465,12291,3537,74,43,0,0.25,266773,3
582,32.5,1027815,42608,90462,34761,32235,58714,11535,7183,66,56,0,0.26,1305313,2
583,33.4,61664,12905,2372,9240,5967,5538,3372,1718,70,67,0,0.15,102776,2
584,34.5,28116,6930,4764,42219,15407,5905,5874,3565,56,93,0,0.21,112780,2
585,35.5,22177,20954,10860,55447,19090,7989,6597,3831,51,100,0,0.27,146945,2
586,36.5,604243,12049,11812,10917,3871,1778,1824,581,23,100,49,0.14,647075,2
587,36.9,2338680,768647,17947,72952,19393,24313,9313,4077,1,94,77,0.07,3255322,2
588,37.3,0,0,0,0,0,0,0,0,0,0,56,0.0,0,3
589,37.9,1303640,177691,16124,5165,4470,7925,2173,395,1,63,74,0.1,1517583,2
590,39.0,1420898,58512,5947,18636,17355,7256,4545,1459,1,43,114,0.06,1534608,3
591,43.4,181738,82760,11525,6678,23662,8162,4893,674,1,17,60,0.19,320092,3
592,44.6,754141,75616,6817,19310,7807,7589,3253,1576,13,27,0,0.09,876109,3
593,45.5,71149,17189,9697,13297,6907,18739,5436,1592,44,48,0,0.26,144006,3
594,46.5,14479,31803,8207,14186,1859,14211,3414,2476,57,53,0,0.3,90635,2
595,47.5,20871,13690,7103,8009,10243,8119,3865,3839,74,64,0,0.31,75739,2
596,48.5,25684,100777,45283,36475,4556,9009,4420,1985,67,77,0,0.45,228189,2
597,52.4,282867,127957,15812,14153,6003,14163,8414,2358,47,64,0,0.18,471727,2
598,53.5,29898,131967,37942,17245,11522,14316,1368,846,30,61,0,0.39,245104,2
599,58.4,162848,9865,2973,10919,7242,36668,14193,1178,43,54,0,0.11,245886,2
600,59.5,10311,18430,21663,48040,10340,8206,3899,3436,50,64,0,0.42,124325,2
601,60.5,6572,18791,18446,9491,21749,4945,3233,1514,48,78,0,0.47,84741,2
602,60.5,56524,34114,11981,25451,7569,13630,3911,2042,0,0,0,0.28,155222,3
603,2.5,13261,7092,4612,11096,3557,7428,3323,3645,0,0,54,1.02,54014,3
604,3.5,114199,70601,21615,5101,9686,3721,926,1109,0,0,0,0.61,226958,3
605,4.5,244406,6996,1589,5159,3198,1922,691,1450,0,0,0,0.45,265411,3
606,5.5,108680,60938,55635,67952,12126,12833,2035,2999,37,51,0,0.41,323198,2
607,6.5,12877,7507,13979,8626,12328,6177,1692,5599,44,57,0,0.53,68785,2
608,7.5,42694,11496,11777,32699,11303,9253,4814,4295,51,67,0,0.46,128331,2
609,8.5,3256,16222,1805,3967,5417,3236,2502,1870,56,54,0,0.75,38275,2
610,9.5,9565,29798,18432,4986,4341,2336,5255,897,53,43,0,0.93,75610,3
611,10.5,7142,9784,9246,34251,7324,6838,3730,6418,48,53,0,1.21,84733,2
612,11.5,51288,14893,17143,7975,20314,4603,3671,5139,43,43,0,1.12,125026,3
613,12.5,92946,5788,9563,3525,14175,2363,2275,2338,41,56,67,1.05,132973,2
614,13.5,146917,21437,4054,2956,1905,1039,240,140,40,47,0,0.74,178688,3
615,14.5,9444,10383,2787,15701,3370,7366,1245,2328,47,37,0,0.7,52624,3
616,15.5,6454,8729,6914,6361,3811,13202,2433,3455,63,34,0,0.64,51359,3
617,16.5,6600,19500,1609,7913,1761,6098,2884,1613,67,26,0,0.75,47978,3
618,17.5,9894,11341,3598,8140,6530,9681,2125,936,91,30,0,0.84,52245,3
